,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Elements,left,right
2021-08-26 18:48:25.853,0.4175518,1.1084606083333333,0.6232647183333332,0.58260596,0.41981837,0.06422838474999999,0.02995931645833333,0.30331615,0.9579714,0.22142370833333333,0.0652845,0.7369534999999999,0.52985674,0.21883736666666664,0.12238669983333333,0.43137810000000004,0.30770966,0.17244330249999998,-0.13543176166666668,0.17392915,,0.0,0.0
2021-08-26 18:48:25.953,0.4212127874999999,1.0556683833333331,0.651456515,0.5743734766666666,0.43026599499999996,-0.06666939966666668,0.02206866541666667,0.3107639833333333,0.9579713999999999,0.0793618875,0.06528450000000002,0.7369534999999998,0.5371894733333332,0.23018671666666668,0.1494317658333333,0.43713277916666665,0.31436959333333325,0.2015939241666667,-0.12000533166666666,0.17862309999999998,,0.0,0.0
2021-08-26 18:48:26.053,0.43455799958333335,0.9884982729166666,0.6791105000000001,0.5432350625,0.45880615291666665,-0.14487511666666666,0.0077752068249999995,0.3278479845833333,0.9579714,0.039627533166666666,0.0652845,0.7369534999999999,0.5562980624999999,0.25038970791666665,0.1795375183333333,0.45087533500000004,0.3351030854166666,0.2377275675,-0.10552499041666667,0.19232897041666666,,0.0,0.0
2021-08-26 18:48:26.153,0.4585620091666666,0.9428489902777777,0.6961704597222222,0.490926550277778,0.48581367388888874,-0.16914288444444442,-0.004588152811111112,0.3286601047222223,0.9579713999999999,0.027248646305555554,0.06528450000000002,0.730943823611111,0.5679691855555555,0.26746377694444434,0.20469480444444446,0.4608999736111111,0.35353448222222217,0.28146416388888884,-0.10004223972222225,0.20942183277777776,,0.0,0.0
2021-08-26 18:48:26.253,0.49526242562499995,0.9380440999999999,0.691712484375,0.41043196312499997,0.5107581099999999,-0.17919746,-0.0067072504374999994,0.291050098125,0.92516942625,-0.00010990018750000035,0.0652845,0.691170734375,0.5589374175,0.269812245,0.22061809187499998,0.467657589375,0.3550510225,0.337062494375,-0.11513898625,0.23630744874999998,,0.0,0.0
2021-08-26 18:48:26.353,0.5257465968749999,0.9629194421875,0.6647658387500001,0.33106860812500005,0.5213320481249999,-0.1903869153125,0.001490591696875,0.23200306031249998,0.8614387443749999,-0.047446067187499996,0.0652845,0.6277836390625001,0.5334540750000001,0.257376615,0.2230486078125,0.4644250915625,0.33195917500000005,0.37948042687499994,-0.13586992,0.26003103125,,0.0,0.0
2021-08-26 18:48:26.453,0.5709815674999998,0.9973216874999998,0.594993971,0.17879196900000002,0.5247033755,-0.189458474,0.019343985445,0.12099484790000004,0.7424620699999999,-0.08157866,0.058671762700000005,0.4986343614999999,0.48330070550000015,0.204003698,0.21807501499999998,0.4423467714999999,0.27161301250000003,0.3951798395000001,-0.15849593250000002,0.2959599730000001,,0.0,0.0
2021-08-26 18:48:26.553,0.6100954618421052,1.0145697947368422,0.5666499000000003,0.0023688157894736837,0.509048091842105,-0.19426359421052627,0.02604602599999999,0.00873499889473684,0.6184558105263158,-0.11981465684210528,0.055111058,0.3517071363157894,0.4360224173684211,0.1404391184210526,0.2152334,0.3952369423684211,0.19821614605263166,0.3669779628947368,-0.16432414999999995,0.3320238563157894,,0.0,0.0
2021-08-26 18:48:26.653,0.6224125,1.0042108923076922,0.5666499,-0.05927182,0.5012670000000001,-0.207507335,0.026046025999999996,-0.028327698,0.57652676,-0.1619906269230769,0.055111058000000004,0.30093136,0.42110255,0.08625205884615382,0.21523339999999996,0.3761340000000001,0.17267507000000004,0.2690781815384616,-0.16432414999999997,0.34434956,,0.0,0.0
2021-08-26 18:48:26.753,0.6224125000000001,0.9441919833333335,0.5666498999999999,-0.059271819999999996,0.5012670000000001,-0.22388338166666663,0.026046026,-0.028327698000000002,0.57652676,-0.16445349666666667,0.05511105800000001,0.3009313599999999,0.4211025499999999,0.06486524333333334,0.21523339999999994,0.376134,0.17267507,0.11825690749999997,-0.16432415000000003,0.34434956,,0.0,0.0
