,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Elements,left,right
2021-08-26 21:03:58.283,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
2021-08-26 21:03:58.383,0.9689351299999998,1.1317912000000003,1.1370270000000005,0.5489810000000002,0.5587774500000001,-0.11215930999999998,-0.22809811000000002,0.43558374,0.4487775,0.5349867999999999,0.24812037999999997,0.8558998,1.1644137999999997,0.5665781999999999,0.22182227999999996,0.8051664000000001,1.1752478000000002,0.06480826399999999,0.06651284000000002,0.6015349999999998,,0.0,0.0
2021-08-26 21:03:58.483,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
2021-08-26 21:03:58.583,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
2021-08-26 21:03:58.683,0.9689351299999998,1.1317912000000003,1.1370270000000005,0.5489810000000002,0.5587774500000001,-0.11215930999999998,-0.22809811000000002,0.43558374,0.4487775,0.5349867999999999,0.24812037999999997,0.8558998,1.1644137999999997,0.5665781999999999,0.22182227999999996,0.8051664000000001,1.1752478000000002,0.06480826399999999,0.06651284000000002,0.6015349999999998,,0.0,0.0
2021-08-26 21:03:58.783,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
2021-08-26 21:03:58.883,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
2021-08-26 21:03:58.983,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
2021-08-26 21:03:59.083,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
2021-08-26 21:03:59.183,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
2021-08-26 21:03:59.283,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
2021-08-26 21:03:59.383,0.9689351299999998,1.1317912000000003,1.1370270000000005,0.5489810000000002,0.5587774500000001,-0.11215930999999998,-0.22809811000000002,0.43558374,0.4487775,0.5349867999999999,0.24812037999999997,0.8558998,1.1644137999999997,0.5665781999999999,0.22182227999999996,0.8051664000000001,1.1752478000000002,0.06480826399999999,0.06651284000000002,0.6015349999999998,,0.0,0.0
2021-08-26 21:03:59.483,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
2021-08-26 21:03:59.583,0.9689351299999999,1.1317912,1.137027,0.548981,0.55877745,-0.11215931,-0.22809811,0.43558374,0.4487775,0.5349868,0.24812038,0.8558998,1.1644138,0.5665782,0.22182228,0.8051664,1.1752478,0.064808264,0.06651284,0.601535,,0.0,0.0
