,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,label_left,label_right
2021-08-26 21:10:31.074,0.29008573,0.0,0.0,-0.017229764000000005,0.4095698600000001,0.0,0.0,0.33428505000000003,0.48444062,0.0,0.0,0.5722235399999999,0.7590644399999998,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:31.174,0.29008572999999993,0.0,0.0,-0.017229763999999998,0.40956985999999995,0.0,0.0,0.33428505,0.4844406200000001,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.7236179999999998,0.57030314,0.0,0.0,0.7773981700000001,1.0,0.0
2021-08-26 21:10:31.274,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.33428505,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:31.374,0.29008573000000004,0.0,0.0,-0.017229763999999998,0.40956985999999995,0.0,0.0,0.33428505,0.4844406200000001,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.7236179999999998,0.57030314,0.0,0.0,0.7773981700000001,1.0,0.0
2021-08-26 21:10:31.474,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.3342850499999999,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:31.574,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.3342850499999999,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:31.674,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.3342850499999999,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:31.774,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.3342850499999999,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:31.874,0.29008572999999993,0.0,0.0,-0.017229763999999998,0.40956985999999995,0.0,0.0,0.33428505,0.4844406200000001,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.7236179999999998,0.57030314,0.0,0.0,0.7773981700000001,1.0,0.0
2021-08-26 21:10:31.974,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.3342850499999999,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:32.074,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.3342850499999999,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:32.174,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.3342850499999999,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:32.274,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.3342850499999999,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:32.374,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.3342850499999999,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:32.474,0.29008573,0.0,0.0,-0.017229764000000005,0.4095698600000001,0.0,0.0,0.33428505000000003,0.48444062,0.0,0.0,0.5722235399999999,0.7590644399999998,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:32.574,0.29008572999999993,0.0,0.0,-0.017229763999999998,0.40956985999999995,0.0,0.0,0.33428505,0.4844406200000001,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.7236179999999998,0.57030314,0.0,0.0,0.7773981700000001,1.0,0.0
2021-08-26 21:10:32.674,0.29008572999999993,0.0,0.0,-0.017229763999999998,0.40956985999999995,0.0,0.0,0.33428505,0.4844406200000001,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.7236179999999998,0.57030314,0.0,0.0,0.7773981700000001,1.0,0.0
2021-08-26 21:10:32.774,0.29008573,0.0,0.0,-0.017229764000000005,0.4095698600000001,0.0,0.0,0.33428505000000003,0.48444062,0.0,0.0,0.5722235399999999,0.7590644399999998,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:32.874,0.29008573,0.0,0.0,-0.017229764,0.40956986,0.0,0.0,0.3342850499999999,0.48444062,0.0,0.0,0.57222354,0.75906444,0.0,0.0,0.723618,0.57030314,0.0,0.0,0.77739817,1.0,0.0
2021-08-26 21:10:32.974,0.29008573,0.0,0.0,0.6115209319999999,0.40956986,0.0,0.0,0.48686012125000006,0.48444062,0.0,0.0,0.6415491425000001,0.75906444,0.0,0.0,0.7419330187499998,0.57030314,0.0,0.0,0.73375897125,1.0,0.0
2021-08-26 21:10:33.074,0.2900857299999999,0.0,0.0,0.7483441866666667,0.4095698599999999,0.0,0.0,0.5842005466666664,0.48444062000000015,0.0,0.0,0.6630275641025642,0.7590644399999998,0.0,0.0,0.7070275479487181,0.57030314,0.0,0.0,0.7144052974358974,1.0,0.0
