,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Elements,left,right
2021-08-26 18:45:49.518,0.5295319000000002,1.0224760083333333,0.5898494275,0.40663368000000005,0.5632844600000001,0.44791285812500004,0.11263906420833332,0.25772899999999993,0.3374495,0.047215432375000005,0.23079766,0.3235268,0.52398366,0.04822578433333333,-0.10724360945833333,0.23627813,-0.13971325999999998,-0.24839192145833333,-0.46173748395833325,0.013562943999999999,,0.0,0.0
2021-08-26 18:45:49.618,0.5295319,0.946198135,0.43829979999999996,0.40663367999999994,0.56328446,0.32800089375,0.04015440825,0.257729,0.3374495,0.10215293125000001,0.23079766,0.3235268,0.52398366,0.056980291499999995,-0.11153200812500001,0.23627813,-0.13971326,-0.23996345249999998,-0.5347619250000001,0.013562944,,0.0,0.0
2021-08-26 18:45:49.718,0.5295319,0.8887448425000001,0.3435514895833333,0.40663367999999994,0.56328446,0.26448963708333334,0.014238185333333334,0.257729,0.3374495,0.12842714125,0.23079766,0.3235268,0.52398366,0.063392932625,-0.10853370479166669,0.23627813,-0.13971326,-0.23457792375,-0.5739581208333333,0.013562944,,0.0,0.0
2021-08-26 18:45:49.818,0.5295319,0.8466931958333334,0.30408444166666665,0.40663367999999994,0.56328446,0.2644650679166667,0.024891584499999998,0.257729,0.3374495,0.15098622416666665,0.23079766,0.3235268,0.52398366,0.07387506479166667,-0.09959895083333332,0.23627813,-0.13971326,-0.22930491583333334,-0.5983605354166667,0.013562944,,0.0,0.0
2021-08-26 18:45:49.918,0.5295319,0.83340425,0.323879365,0.40663367999999994,0.56328446,0.320344735,0.057869493999999994,0.257729,0.3374495,0.164025715,0.23028840625,0.3235268,0.52398366,0.08791604099999999,-0.08874823875,0.23627813,-0.13971326,-0.22369636,-0.6123985200000001,0.013562944,,0.0,0.0
2021-08-26 18:45:50.018,0.5295318999999998,0.8490234916666667,0.3707765224999999,0.40663368000000005,0.5632844599999998,0.39406377666666664,0.09390302033333334,0.25772899999999993,0.3374495,0.18744786888888887,0.2210822944444445,0.3235268,0.5239836599999999,0.10692471583333335,-0.07926135944444446,0.23627813000000003,-0.13971325999999998,-0.21257299194444443,-0.6264946374999999,0.013562944000000002,,0.0,0.0
2021-08-26 18:45:50.118,0.5295319,0.8549059250000001,0.38916452375000005,0.40663367999999994,0.56328446,0.4276470825,0.10756117408333332,0.257729,0.3374495,0.20254811375000004,0.21110147,0.3235268,0.52398366,0.12124189875000001,-0.0765655125,0.23627813,-0.13971326,-0.19859858541666667,-0.6370680791666666,0.013562944,,0.0,0.0
2021-08-26 18:45:50.218,0.5295319,0.8453863262500002,0.39040549374999994,0.40663367999999994,0.56328446,0.44079772375,0.110439515,0.257729,0.3374495,0.20427063,0.21110147,0.3235268,0.52398366,0.13116823,-0.07730696625,0.23627813,-0.13971326,-0.18630305999999996,-0.6459345000000001,0.013562944,,0.0,0.0
2021-08-26 18:45:50.318,0.5295319,0.8275090370833333,0.38669363333333334,0.39640098958333336,0.56328446,0.4489231354166667,0.10731570583333334,0.2558798858333333,0.3374495,0.20427063,0.21252020958333337,0.3235268,0.52398366,0.13855810666666668,-0.08124498145833332,0.2213086329166667,-0.13971326,-0.17664896041666667,-0.655374175,0.017108880916666666,,0.0,0.0
2021-08-26 18:45:50.418,0.5295319,0.8059159458333335,0.3795070145833333,0.37155017000000007,0.56328446,0.45431813666666665,0.09523544624999998,0.25138918,0.3374495,0.20427063,0.21575358874999997,0.3235268,0.52398366,0.14254241041666668,-0.09093298104166668,0.18495414,-0.13971326,-0.17277089833333334,-0.66216200625,0.025720442,,0.0,0.0
2021-08-26 18:45:50.518,0.5295319,0.7897289500000001,0.3684551387500001,0.37155017000000007,0.56328446,0.4557961975,0.06952955625,0.25138918,0.3374495,0.20427063,0.2130283775,0.3235268,0.52398366,0.14324292875,-0.10774616749999999,0.18495414,-0.13971326,-0.1775117125,-0.6602806812500001,0.025720442,,0.0,0.0
