,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Elements,left,right
2021-08-26 21:11:50.089,0.5602094704444447,0.5750053757777777,0.5534872871111112,1.1172405000000003,0.3229033222222223,0.34955282088888884,0.24429229688888895,0.7372306600000001,0.9786962955555555,0.6487804888888888,0.4514256177777777,0.30884147000000006,0.5306082155555556,0.48992267288888897,0.5025699048888888,0.44696262000000003,0.32502265111111106,0.24200474533333335,0.1890249866666667,0.15707320000000002,,0.0,0.0
2021-08-26 21:11:50.189,0.42190868,0.5514829844444444,0.52638512,1.1172405,0.19876757222222224,0.27889964999999994,0.2262493555555556,0.7372306600000003,0.8518458722222221,0.5317029166666667,0.4664534833333333,0.30884147000000006,0.5286455333333334,0.4801508399999999,0.5113517022222224,0.4469626200000001,0.33103083111111115,0.20423547555555555,0.21484096444444442,0.1570732,,0.0,0.0
2021-08-26 21:11:50.289,0.3593111225,0.5663229766666668,0.5125089741666666,1.1172405,0.13933720375,0.24806571416666667,0.20506986250000003,0.7372306600000001,0.7566996083333333,0.3906239658333333,0.45897721375000006,0.30884147,0.5339551916666666,0.4630452079166667,0.51227704375,0.44696262000000003,0.3427032616666667,0.18573556666666666,0.2235249725,0.1570732,,0.0,0.0
2021-08-26 21:11:50.389,0.3356755141666666,0.5967912166666666,0.5089569825,1.1172405,0.12800426125,0.2506529141666667,0.18518828375,0.7372306600000001,0.7258716591666667,0.29838558791666664,0.4392536866666667,0.30884147,0.5409511916666667,0.44218913916666674,0.5112628895833334,0.44696262000000003,0.35846196708333333,0.1787626575,0.22436235666666668,0.1570732,,0.0,0.0
2021-08-26 21:11:50.489,0.32973067375,0.63354098125,0.515417625,1.1172405,0.1491722675,0.277236075,0.17347354999999998,0.7372306600000001,0.7361637162500001,0.2623874575,0.43229185,0.30884147,0.54666487625,0.42156749875,0.5092022125,0.44696262000000003,0.37520048375000004,0.18231863750000002,0.2196976825,0.1570732,,0.0,0.0
2021-08-26 21:11:50.589,0.33225800666666666,0.6645359229166666,0.5360691708333333,1.1172405,0.18977404458333336,0.31447953125,0.1784985329166667,0.7372306600000001,0.7629419341666667,0.25171398083333335,0.44813773291666664,0.30884147,0.5470993745833334,0.40659624166666664,0.5061798545833334,0.44696262000000003,0.3888092620833333,0.19391570749999998,0.2114772208333333,0.1570732,,0.0,0.0
2021-08-26 21:11:50.689,0.34534620166666674,0.6851365813333331,0.5682132886666665,1.1172405000000003,0.2543012826666667,0.3560435466666668,0.1988772353333334,0.7372306600000004,0.787552423333333,0.24861731000000004,0.46426377000000013,0.3088414700000001,0.5356060086666667,0.40108381400000004,0.5067226723333332,0.44696262000000014,0.3982082433333335,0.20713114966666657,0.20695238533333324,0.15707320000000002,,0.0,0.0
2021-08-26 21:11:50.789,0.3563013857142858,0.6927885400000001,0.5764053428571428,1.1172405000000003,0.3188973542857144,0.3757487,0.20571180000000003,0.73723066,0.7940135,0.2483553,0.4642637700000001,0.30884147,0.5168158428571429,0.40248704000000013,0.5147847857142857,0.4469626200000001,0.40257077,0.21074012999999997,0.21507573428571425,0.15707320000000002,,0.0,0.0
2021-08-26 21:11:50.889,0.36247693575757584,0.69278854,0.5968950033333333,1.1172405,0.39309973151515154,0.3757487,0.20979776606060607,0.73723066,0.79873315,0.2483553,0.46426377,0.30884147,0.4909899212121212,0.40248704,0.521693196969697,0.44696262,0.40579255818181814,0.21074013,0.22752622303030304,0.1570732,,0.0,0.0
2021-08-26 21:11:50.989,0.35877794291666665,0.69278854,0.6264694379166666,1.1172405,0.44254160291666667,0.3757487,0.208525025,0.7372306600000001,0.8055620104166666,0.24835529999999997,0.46426377,0.30884147,0.47288932708333337,0.40248704,0.5237211558333333,0.44696262000000003,0.40730864125,0.21074013,0.24082419291666665,0.1570732,,0.0,0.0
